id,clave,descripcion
catalogos_materiales_peligrosos229,M0229,MUNICIONES DE EJERCICIOS (Producto o material explosivo),
catalogos_materiales_peligrosos230,M0230,MUNICIONES PARA ENSAYOS (Producto o material explosivo),
catalogos_materiales_peligrosos231,M0231,DETONADORES PARA MUNICIONES (Producto o material explosivo),
catalogos_materiales_peligrosos232,M0232,DETONADORES PARA MUNICIONES (Producto o material explosivo),
catalogos_materiales_peligrosos233,M0233,DETONADORES PARA MUNICIONES (Producto o material explosivo),
catalogos_materiales_peligrosos234,M0234,ESPOLETAS DETONANTES (Producto o material explosivo),
catalogos_materiales_peligrosos235,M0235,ESPOLETAS DE IGNICIÓN (Producto o material explosivo),
catalogos_materiales_peligrosos236,M0236,"CABEZAS DE COMBATE PARA COHETES, con carga explosiva (Producto o material explosivo)",
catalogos_materiales_peligrosos237,M0237,"CABEZAS DE COMBATE PARA COHETES, con carga dispersora o carga expulsora (Producto o material explosivo)",
catalogos_materiales_peligrosos238,M0238,"CABEZAS DE COMBATE PARA COHETES, con carga dispersora o carga expulsora (Producto o material explosivo)",
catalogos_materiales_peligrosos239,M0239,"GRANADAS DE EJERCICIOS, de mano o de fusil (Producto o material explosivo)",
catalogos_materiales_peligrosos240,M0240,ARTIFICIOS MANUALES DE PIROTECNIA PARA SEÑALES (Producto o material explosivo),
catalogos_materiales_peligrosos241,M0241,CARGAS EXPLOSIVAS PARA SONDEOS (Producto o material explosivo),
catalogos_materiales_peligrosos242,M0242,CARGAS EXPLOSIVAS PARA SONDEOS (Producto o material explosivo),
catalogos_materiales_peligrosos243,M0243,CEBOS TUBULARES (Producto o material explosivo),
catalogos_materiales_peligrosos244,M0244,CEBOS DEL TIPO DE CÁPSULA (Producto o material explosivo),
catalogos_materiales_peligrosos245,M0245,CEBOS DEL TIPO DE CÁPSULA (Producto o material explosivo),
catalogos_materiales_peligrosos246,M0246,VAINAS DE CARTUCHOS VACÍOS CON CEBO (Producto o material explosivo),
catalogos_materiales_peligrosos247,M0247,OBJETOS PIROFÓRICOS (Producto o material explosivo),
catalogos_materiales_peligrosos248,M0248,CARTUCHOS DE ACCIONAMIENTO (Producto o material explosivo),
catalogos_materiales_peligrosos249,M0249,"COMPONENTES DE CADENAS DE EXPLOSIVOS, N.E.P. (Producto o material explosivo)",
catalogos_materiales_peligrosos250,M0250,"COMPONENTES DE CADENAS DE EXPLOSIVOS, N.E.P. (Producto o material explosivo)",
catalogos_materiales_peligrosos251,M0251,"COMPONENTES DE CADENAS DE EXPLOSIVOS, N.E.P. (Producto o material explosivo)",
catalogos_materiales_peligrosos252,M0252,5-NITROBENZOTRIAZOL (Producto o material explosivo),
catalogos_materiales_peligrosos253,M0253,ÁCIDO TRINITRO- BENCENOSULFÓNICO (Producto o material explosivo),
catalogos_materiales_peligrosos254,M0254,TRINITROFLUORENONA (Producto o material explosivo),
catalogos_materiales_peligrosos255,M0255,"TRINITROTOLUENO (TNT) Y TRINITROBENCENO, MEZCLA DE, o TRINITROTOLUENO (TNT) Y HEXANITROESTILBENO, MEZCLA DE (Producto o material explosivo)",
catalogos_materiales_peligrosos256,M0256,"TRINITROTOLUENO (TNT) CON TRINITROBENCENO Y HEXANITROESTILBENO, MEZCLA DE (Producto o material explosivo)",
catalogos_materiales_peligrosos257,M0257,TRITONAL (Producto o material explosivo),
catalogos_materiales_peligrosos258,M0258,"CICLOTRIMETILENTRINITRAMI NA (CICLONITA; HEXÓGENO; RDX) Y CICLOTETRAMETILEN-TETRANITRAMINA (OCTÓGENO; HMX), MEZCLA DE, HUMEDECIDAS, con un mínimo del 15 %, en masa, de agua, o CICLOTRIMETILEN-TRINITRAMINA (CICLONITA; HEXÓGENO; RDX) Y CICLOTETRAMETILEN-TETRANITRAMINA (OCTÓGENO; HMX) DESENSIBILIZADAS, MEZCLA DE con un mínimo del 10 %, en masa, de flemador (Producto o material explosivo)",
catalogos_materiales_peligrosos259,M0259,HEXANITROESTILBENO (Producto o material explosivo),
catalogos_materiales_peligrosos260,M0260,HEXOTONAL (Producto o material explosivo),
catalogos_materiales_peligrosos261,M0261,"TRINITRORRESORCINOL (TRINITRORRESORCINA; ÁCIDO ESTÍFNICO) HUMEDECIDO con un mínimo del 20 %, en masa, de agua o de una mezcla de alcohol y agua (Producto o material explosivo)",
catalogos_materiales_peligrosos262,M0262,"MOTORES DE COHETE, DE COMBUSTIBLE LÍQUIDO (Producto o material explosivo)",
catalogos_materiales_peligrosos263,M0263,"MOTORES DE COHETE, DE COMBUSTIBLE LÍQUIDO (Producto o material explosivo)",
catalogos_materiales_peligrosos264,M0264,"COHETES DE COMBUSTIBLE LÍQUIDO, con carga explosiva (Producto o material explosivo)",
catalogos_materiales_peligrosos265,M0265,"COHETES DE COMBUSTIBLE LÍQUIDO, con carga explosiva (Producto o material explosivo)",
catalogos_materiales_peligrosos266,M0266,"BOMBAS QUE CONTIENEN UN LÍQUIDO INFLAMABLE, con carga explosiva (Producto o material explosivo)",
catalogos_materiales_peligrosos267,M0267,"BOMBAS QUE CONTIENEN UN LÍQUIDO INFLAMABLE, con carga explosiva (Producto o material explosivo)",
catalogos_materiales_peligrosos268,M0268,"SULFURO DE DIPICRILO seco o humedecido con menos del 10 %, en masa, de agua (Producto o material explosivo)",
catalogos_materiales_peligrosos269,M0269,PERCLORATO DE AMONIO (Producto o material explosivo),
catalogos_materiales_peligrosos270,M0270,BENGALAS AÉREAS (Producto o material explosivo),
catalogos_materiales_peligrosos271,M0271,BENGALAS AÉREAS (Producto o material explosivo),
catalogos_materiales_peligrosos272,M0272,CARTUCHOS DE SEÑALES (Producto o material explosivo),
catalogos_materiales_peligrosos273,M0273,DINITROSOBENCENO (Producto o material explosivo),
catalogos_materiales_peligrosos274,M0274,ÁCIDO TETRAZOL-1-ACÉTICO (Producto o material explosivo),
catalogos_materiales_peligrosos275,M0275,ESPOLETAS DETONANTES con dispositivos de protección (Producto o material explosivo),
catalogos_materiales_peligrosos276,M0276,ESPOLETAS DETONANTES con dispositivos de protección (Producto o material explosivo),
catalogos_materiales_peligrosos277,M0277,ESPOLETAS DETONANTES con dispositivos de protección (Producto o material explosivo),
catalogos_materiales_peligrosos278,M0278,"TETRANITRATO DE PENTAERITRITA (TETRANITRATO DE PENTAERITRITOL; TNPE) con un mínimo del 7 %, en masa, de cera (Producto o material explosivo)",
catalogos_materiales_peligrosos279,M0279,"CARTUCHOS PARA ARMAS, con carga explosiva (Producto o material explosivo)",
catalogos_materiales_peligrosos280,M0280,CARTUCHOS DE FOGUEO PARA ARMAS  (Producto o material explosivo),
catalogos_materiales_peligrosos281,M0281,CARGAS PROPULSORAS DE ARTILLERÍA (Producto o material explosivo),
catalogos_materiales_peligrosos282,M0282,CARGAS PROPULSORAS (Producto o material explosivo),
catalogos_materiales_peligrosos283,M0283,"CARTUCHOS PARA ARMAS, CON PROYECTIL INERTE, o CARTUCHOS PARA ARMAS DE PEQUEÑO CALIBRE (Producto o material explosivo)",
catalogos_materiales_peligrosos284,M0284,BENGALAS DE SUPERFICIE (Producto o material explosivo),
catalogos_materiales_peligrosos285,M0285,BENGALAS DE SUPERFICIE (Producto o material explosivo),
catalogos_materiales_peligrosos286,M0286,BENGALAS AÉREAS (Producto o material explosivo),
catalogos_materiales_peligrosos287,M0287,BENGALAS AÉREAS (Producto o material explosivo),
catalogos_materiales_peligrosos288,M0288,PROYECTILES inertes con trazador (Producto o material explosivo),
catalogos_materiales_peligrosos289,M0289,PROYECTILES inertes con trazador (Producto o material explosivo),
catalogos_materiales_peligrosos290,M0290,PROYECTILES con carga dispersora o carga expulsora (Producto o material explosivo),
catalogos_materiales_peligrosos291,M0291,PROYECTILES con carga dispersora o carga expulsora (Producto o material explosivo),
catalogos_materiales_peligrosos292,M0292,OBJETOS PIROTÉCNICOS para usos técnicos (Producto o material explosivo),
catalogos_materiales_peligrosos293,M0293,OBJETOS PIROTÉCNICOS para usos técnicos (Producto o material explosivo),
catalogos_materiales_peligrosos294,M0294,OBJETOS PIROTÉCNICOS para usos técnicos (Producto o material explosivo),
catalogos_materiales_peligrosos295,M0295,OBJETOS PIROTÉCNICOS para usos técnicos (Producto o material explosivo),
catalogos_materiales_peligrosos296,M0296,OBJETOS PIROTÉCNICOS para usos técnicos (Producto o material explosivo),
catalogos_materiales_peligrosos297,M0297,"GALLETA DE PÓLVORA HUMEDECIDA con un mínimo del 17 %, en masa, de alcohol (Producto o material explosivo)",
catalogos_materiales_peligrosos298,M0298,PROYECTILES con carga dispersora o carga expulsora (Producto o material explosivo),
catalogos_materiales_peligrosos299,M0299,PROYECTILES con carga dispersora o carga expulsora (Producto o material explosivo),
catalogos_materiales_peligrosos300,M0300,COHETES con carga expulsora (Producto o material explosivo),
catalogos_materiales_peligrosos301,M0301,COHETES con carga expulsora (Producto o material explosivo),
catalogos_materiales_peligrosos302,M0302,COHETES con carga expulsora (Producto o material explosivo),
catalogos_materiales_peligrosos303,M0303,CARGAS HUECAS sin detonador (Producto o material explosivo),
catalogos_materiales_peligrosos304,M0304,CARGAS HUECAS sin detonador (Producto o material explosivo),
catalogos_materiales_peligrosos305,M0305,CARGAS HUECAS sin detonador (Producto o material explosivo),
catalogos_materiales_peligrosos306,M0306,CARGAS EXPLOSIVAS PARA USOS CIVILES sin detonador (Producto o material explosivo),
catalogos_materiales_peligrosos307,M0307,CARGAS EXPLOSIVAS PARA USOS CIVILES sin detonador (Producto o material explosivo),
catalogos_materiales_peligrosos308,M0308,CARGAS EXPLOSIVAS PARA USOS CIVILES sin detonador (Producto o material explosivo),
catalogos_materiales_peligrosos309,M0309,"CARGAS EXPLOSIVAS PARA USOS CIVILES, sin detonador (Producto o material explosivo)",
catalogos_materiales_peligrosos310,M0310,"VAINAS COMBUSTIBLES VACÍAS, SIN CEBO (Producto o material explosivo)",
catalogos_materiales_peligrosos311,M0311,"VAINAS COMBUSTIBLES VACÍAS, SIN CEBO (Producto o material explosivo)",
catalogos_materiales_peligrosos312,M0312,ÁCIDO 5-MERCAPTO- TETRAZOL-1-ACÉTICO (Producto o material explosivo),
catalogos_materiales_peligrosos313,M0313,"TORPEDOS DE COMBUSTIBLE LÍQUIDO, con o sin carga explosiva (Producto o material explosivo)",
catalogos_materiales_peligrosos314,M0314,"TORPEDOS DE COMBUSTIBLE LÍQUIDO, con cabeza inerte (Producto o material explosivo)",
catalogos_materiales_peligrosos315,M0315,TORPEDOS con carga explosiva (Producto o material explosivo),
catalogos_materiales_peligrosos316,M0316,"GRANADAS DE EJERCICIOS, de mano o de fusil (Producto o material explosivo)",
catalogos_materiales_peligrosos317,M0317,COHETES LANZACABOS (Producto o material explosivo),
catalogos_materiales_peligrosos318,M0318,INFLAMADORES (Producto o material explosivo),
catalogos_materiales_peligrosos319,M0319,DETONADORES NO ELÉCTRICOS para voladuras (Producto o material explosivo),
catalogos_materiales_peligrosos320,M0320,DETONADORES ELÉCTRICOS para voladuras (Producto o material explosivo),
catalogos_materiales_peligrosos321,M0321,CARGAS EXPLOSIVAS CON AGLUTINANTE PLÁSTICO,
catalogos_materiales_peligrosos322,M0322,CARGAS EXPLOSIVAS CON AGLUTINANTE PLÁSTICO,
catalogos_materiales_peligrosos323,M0323,CARGAS EXPLOSIVAS CON AGLUTINANTE PLÁSTICO,
catalogos_materiales_peligrosos324,M0324,CARGAS EXPLOSIVAS CON AGLUTINANTE PLÁSTICO,
catalogos_materiales_peligrosos325,M0325,"COMPONENTES DE CADENAS DE EXPLOSIVOS, N.E.P. (Producto o material explosivo)",
catalogos_materiales_peligrosos326,M0326,"OBJETOS EXPLOSIVOS, N.E.P.",
catalogos_materiales_peligrosos327,M0327,"OBJETOS EXPLOSIVOS, N.E.P.",
catalogos_materiales_peligrosos328,M0328,"OBJETOS EXPLOSIVOS, N.E.P.",
catalogos_materiales_peligrosos329,M0329,"OBJETOS EXPLOSIVOS, N.E.P.",
catalogos_materiales_peligrosos330,M0330,"OBJETOS EXPLOSIVOS, N.E.P.",
catalogos_materiales_peligrosos331,M0331,"OBJETOS EXPLOSIVOS, N.E.P.",
catalogos_materiales_peligrosos332,M0332,"OBJETOS EXPLOSIVOS, N.E.P.",
catalogos_materiales_peligrosos333,M0333,"OBJETOS EXPLOSIVOS, N.E.P.",
catalogos_materiales_peligrosos334,M0334,"OBJETOS EXPLOSIVOS, N.E.P.",
catalogos_materiales_peligrosos335,M0335,"OBJETOS EXPLOSIVOS, N.E.P.",
catalogos_materiales_peligrosos336,M0336,"OBJETOS EXPLOSIVOS, N.E.P.",
catalogos_materiales_peligrosos337,M0337,"SUSTANCIAS EXPLOSIVAS, N.E.P.",
catalogos_materiales_peligrosos338,M0338,"SUSTANCIAS EXPLOSIVAS, N.E.P.",
catalogos_materiales_peligrosos339,M0339,"SUSTANCIAS EXPLOSIVAS, N.E.P.",
catalogos_materiales_peligrosos340,M0340,"SUSTANCIAS EXPLOSIVAS, N.E.P.",
catalogos_materiales_peligrosos341,M0341,"SUSTANCIAS EXPLOSIVAS, N.E.P.",
catalogos_materiales_peligrosos342,M0342,"SUSTANCIAS EXPLOSIVAS, N.E.P.",
catalogos_materiales_peligrosos343,M0343,"SUSTANCIAS EXPLOSIVAS, N.E.P.",
catalogos_materiales_peligrosos344,M0344,"SUSTANCIAS EXPLOSIVAS, N.E.P.",
catalogos_materiales_peligrosos345,M0345,"SUSTANCIAS EXPLOSIVAS, N.E.P.",
catalogos_materiales_peligrosos346,M0346,"SUSTANCIAS EXPLOSIVAS MUY INSENSIBLES (SUSTANCIAS EMI), N.E.P. (Producto o material explosivo)",
catalogos_materiales_peligrosos347,M0347,CICLOTRIMETILEN- TRINITRAMINA (CICLONITA; HEXÓGENO; RDX) DESENSIBILIZADA, RDX) DESENSIBILIZADA
catalogos_materiales_peligrosos348,M0348,CICLOTETRAMETILEN- TETRANITRAMINA (OCTÓGENO; HMX) DESENSIBILIZADA,
catalogos_materiales_peligrosos349,M0349,"SUSTANCIAS EXPLOSIVAS, N.E.P.",
catalogos_materiales_peligrosos350,M0350,OBJETOS EXPLOSIVOS EXTREMADAMENTE INSENSIBLES (OBJETOS EEI) (Producto o material explosivo),
catalogos_materiales_peligrosos351,M0351,SEÑALES FUMÍGENAS (Producto o material explosivo),
catalogos_materiales_peligrosos352,M0352,MUNICIONES DE EJERCICIOS (Producto o material explosivo),
catalogos_materiales_peligrosos353,M0353,DINITROGLICOLURILO (DINGU) (Producto o material explosivo),
catalogos_materiales_peligrosos354,M0354,NITROTRIAZOLONA (NTO) (Producto o material explosivo),
catalogos_materiales_peligrosos355,M0355,CARGAS PROPULSORAS (Producto o material explosivo),
catalogos_materiales_peligrosos356,M0356,"PETARDOS DE SEÑALES PARA FERROCARRILES, EXPLOSIVOS (Producto o material explosivo)",
catalogos_materiales_peligrosos357,M0357,"PETARDOS DE SEÑALES PARA FERROCARRILES, EXPLOSIVOS (Producto o material explosivo)",
catalogos_materiales_peligrosos358,M0358,"DISPOSITIVOS PORTADORES DE CARGAS HUECAS, CARGADOS, para perforación de pozos de petróleo, sin detonador (Producto o material explosivo)",
catalogos_materiales_peligrosos359,M0359,PROPULSANTE LÍQUIDO (Producto o material explosivo),
catalogos_materiales_peligrosos360,M0360,OCTONAL,
catalogos_materiales_peligrosos361,M0361,PROPULSANTE LÍQUIDO (Producto o material explosivo),
catalogos_materiales_peligrosos362,M0362,PROPULSANTE SÓLIDO (Producto o material explosivo),
catalogos_materiales_peligrosos363,M0363,PROPULSANTE SÓLIDO (Producto o material explosivo),
catalogos_materiales_peligrosos364,M0364,"CONJUNTOS DE DETONADORES, NO ELÉCTRICOS para voladuras (Producto o material explosivo)",
catalogos_materiales_peligrosos365,M0365,PROPULSANTE SÓLIDO (Producto o material explosivo),
catalogos_materiales_peligrosos366,M0366,COHETES con cabeza inerte (Producto o material explosivo),
catalogos_materiales_peligrosos367,M0367,DISPOSITIVOS DE SEGURIDAD PIROTÉCNICOS (Producto o material explosivo),
catalogos_materiales_peligrosos368,M0368,1H-TETRAZOL,
catalogos_materiales_peligrosos369,M0369,SEÑALES DE SOCORRO para barcos  (Producto o material explosivo),
catalogos_materiales_peligrosos370,M0370,SEÑALES DE SOCORRO para barcos  (Producto o material explosivo),
catalogos_materiales_peligrosos371,M0371,SEÑALES FUMÍGENAS (Producto o material explosivo),
catalogos_materiales_peligrosos372,M0372,"1-HIDROXIBENZOTRIAZOL, ANHIDRO, seco o humedecido con menos del 20 %, en masa, de agua",
catalogos_materiales_peligrosos373,M0373,PÓLVORA SIN HUMO (Producto o material explosivo),
catalogos_materiales_peligrosos374,M0374,MOTORES DE COHETE (Producto o material explosivo),
catalogos_materiales_peligrosos375,M0375,"DETONADORES,
ELECTRÓNICOS programables para voladuras (Producto o material explosivo)",
catalogos_materiales_peligrosos376,M0376,"DETONADORES,
ELECTRÓNICOS programables para voladuras (Producto o material explosivo)",
catalogos_materiales_peligrosos377,M0377,"DETONADORES,
ELECTRÓNICOS programables para voladuras (Producto o material explosivo)",
catalogos_materiales_peligrosos378,M0378,ACETILENO DISUELTO,
catalogos_materiales_peligrosos379,M0379,AIRE COMPRIMIDO,
catalogos_materiales_peligrosos380,M0380,AIRE LÍQUIDO REFRIGERADO,
catalogos_materiales_peligrosos381,M0381,"AMONIACO, ANHIDRO",
catalogos_materiales_peligrosos382,M0382,ARGÓN COMPRIMIDO,
catalogos_materiales_peligrosos383,M0383,TRIFLUORURO DE BORO,
catalogos_materiales_peligrosos384,M0384,BROMOTRIFLUORO-METANO (GAS REFRIGERANTE R13B1),
catalogos_materiales_peligrosos385,M0385,"BUTADIENOS ESTABILIZADOS
oMEZCLA ESTABILIZADA DE BUTADIENOS E HIDROCARBUROS, que contienen más del 40 % de butadienos",
catalogos_materiales_peligrosos386,M0386,BUTANO,
catalogos_materiales_peligrosos387,M0387,BUTILENO,
catalogos_materiales_peligrosos388,M0388,DIÓXIDO DE CARBONO,
catalogos_materiales_peligrosos389,M0389,MONÓXIDO DE CARBONO COMPRIMIDO,
catalogos_materiales_peligrosos390,M0390,CLORO,
